Order,Frequency,Vpc,Vs,Is,Ib1,Ib2,Vline
      247,32821.9,0.000604134,1.87746e-006,0.000116346,0.000265851,0.000376051,0.000605075
      248,32955.3,0.00177349,1.8479e-006,0.000325918,0.00155131,0.00169393,0.00177402
      249,33088.7,0.00888043,1.86449e-006,0.00164568,0.00754411,0.00842387,0.00888076
      250,33222.1,0.474526,3.51343e-006,0.0880172,0.40157,0.450015,0.474527
      251,33355.6,0.0182712,1.88419e-006,0.00338922,0.015445,0.0172848,0.0182716
      252,33489,0.00315386,1.82591e-006,0.000585996,0.00261519,0.00290195,0.00315429
      253,33622.4,0.000598911,1.85212e-006,0.000111314,0.000274406,0.000269585,0.000600362
      254,33755.8,0.0018213,1.80638e-006,0.000327754,0.00157222,0.00185477,0.00182191
      255,33889.3,0.00867607,1.80902e-006,0.00157249,0.007631,0.00886729,0.00867645
      256,34022.7,0.444014,2.97437e-006,0.0805345,0.39013,0.452331,0.444016
      257,34156.1,0.018032,1.81173e-006,0.00327099,0.0158914,0.0184349,0.0180323
      258,34289.5,0.00295791,1.77723e-006,0.000537475,0.00267518,0.00311119,0.00295837
      259,34422.9,0.000385885,1.75775e-006,6.48137e-005,0.000276318,0.000337906,0.000387615
      260,34556.4,0.00231997,1.75303e-006,0.000409746,0.00161223,0.00185262,0.00232023
      261,34689.8,0.0104027,1.72665e-006,0.00185023,0.00778964,0.0089641,0.0104028
      262,34823.2,0.503991,1.21801e-006,0.0897181,0.382698,0.44028,0.50399
      263,34956.6,0.0218821,1.68508e-006,0.0038954,0.0164983,0.0189947,0.0218822
      264,35090.1,0.00386574,1.72172e-006,0.000689144,0.00276999,0.00321163,0.00386586
      265,35223.5,0.00074865,1.6773e-006,0.000136016,0.000298724,0.000392807,0.000748784
      266,35356.9,0.00140897,1.71107e-006,0.000243223,0.0016285,0.00177966,0.00140885
      267,35490.3,0.00788712,1.68557e-006,0.00137364,0.00788143,0.00874364,0.00788699
      268,35623.7,0.381795,1.0001e-006,0.0665274,0.372806,0.414794,0.381794
      269,35757.2,0.017234,1.64201e-006,0.00300465,0.0169893,0.0188732,0.0172338
      270,35890.6,0.00269587,1.68855e-006,0.000473098,0.0028422,0.0031195,0.00269567
      271,36024,0.000279354,1.67915e-006,4.7135e-005,0.000316325,0.000280571,0.0002777
      272,36157.4,0.00246739,1.69081e-006,0.000414011,0.00163829,0.00197248,0.0024671
      273,36290.9,0.0107643,1.69729e-006,0.00181845,0.00793509,0.0093383,0.0107641
      274,36424.3,0.482287,2.74759e-006,0.0815592,0.361756,0.424064,0.482288
      275,36557.7,0.0233376,1.70461e-006,0.00394585,0.0174059,0.0204357,0.0233375
      276,36691.1,0.00402447,1.67707e-006,0.000679937,0.00289438,0.00343504,0.00402419
      277,36824.5,0.000759235,1.70739e-006,0.000126241,0.000317725,0.000439806,0.000758254
      278,36958,0.00191031,1.67195e-006,0.000319241,0.00167293,0.00182437,0.00190982
      279,37091.4,0.00945213,1.69364e-006,0.00158738,0.00806636,0.00898724,0.00945185
      280,37224.8,0.416638,3.31423e-006,0.069992,0.354465,0.396195,0.416638
      281,37358.2,0.0211944,1.72921e-006,0.00356124,0.0179962,0.020099,0.0211941
      282,37491.7,0.00359961,1.655e-006,0.000606451,0.00298075,0.00331607,0.00359929
      283,37625.1,0.000658434,1.67131e-006,0.000113645,0.00033344,0.000359385,0.000657416
      284,37758.5,0.00175575,1.63315e-006,0.000285495,0.00169809,0.00193946,0.00175532
      285,37891.9,0.00867175,1.62999e-006,0.00141986,0.00818276,0.00928061,0.0086715
      286,38025.4,0.371145,2.49345e-006,0.0608004,0.347068,0.393348,0.371143
      287,38158.8,0.0197279,1.62732e-006,0.00323324,0.0185774,0.0210502,0.0197277
      288,38292.2,0.00306458,1.60649e-006,0.000504938,0.00306792,0.00346588,0.00306431
      289,38425.6,0.000240159,1.57738e-006,3.60386e-005,0.000357287,0.000386392,0.000238597
      290,38559,0.00267881,1.58459e-006,0.000423904,0.00170308,0.00198636,0.00267871
      291,38692.5,0.0116567,1.55204e-006,0.00185768,0.00822593,0.00950775,0.0116566
      292,38825.9,0.468768,6.6051e-007,0.074786,0.337235,0.389071,0.468769
      293,38959.3,0.0266349,1.49374e-006,0.00424854,0.0190096,0.0219545,0.0266349
      294,39092.7,0.00463028,1.55758e-006,0.000738335,0.00312203,0.00363659,0.00463024
      295,39226.2,0.000973102,1.52082e-006,0.000155369,0.000363289,0.000479049,0.000973112
      296,39359.6,0.00143637,1.55478e-006,0.00022748,0.00172706,0.00187097,0.00143652
      297,39493,0.0083038,1.53494e-006,0.00131658,0.0083172,0.00918497,0.00830393
      298,39626.4,0.337822,1.41184e-006,0.0535449,0.329613,0.365212,0.337823
      299,39759.8,0.0198882,1.49564e-006,0.00315397,0.0195535,0.0216374,0.0198884
      300,39893.3,0.0030962,1.53979e-006,0.000493777,0.00319487,0.00350222,0.00309639
      301,40026.7,0.000313026,1.54534e-006,5.35912e-005,0.000371956,0.000352825,0.00031451
      302,40160.1,0.00241055,1.54714e-006,0.000370812,0.00175823,0.00206973,0.00241084
      303,40293.5,0.0106273,1.5645e-006,0.00164272,0.00844466,0.0097611,0.0106275
      304,40427,0.402253,2.84599e-006,0.0622138,0.323733,0.373058,0.402252
      305,40560.4,0.0251571,1.59575e-006,0.00389138,0.0201996,0.0233004,0.0251572
      306,40693.8,0.00414294,1.53998e-006,0.000642019,0.00329031,0.00382123,0.00414321
      307,40827.2,0.000696261,1.57128e-006,0.000107516,0.000397204,0.000504611,0.000697398
      308,40960.6,0.00233057,1.53265e-006,0.000349862,0.00176533,0.00194596,0.00233101
      309,41094.1,0.0108273,1.55577e-006,0.00163941,0.00849815,0.00949526,0.0108276
      310,41227.5,0.39943,3.06914e-006,0.0605446,0.315622,0.353352,0.39943
      311,41360.9,0.0263059,1.60398e-006,0.00398718,0.0206939,0.0231592,0.0263061
      312,41494.3,0.00443797,1.51805e-006,0.000673173,0.00335511,0.00374909,0.00443827
      313,41627.8,0.000919071,1.52216e-006,0.000140481,0.000410888,0.000457544,0.000919849
      314,41761.2,0.00174925,1.49307e-006,0.000259685,0.00177739,0.00200775,0.00174971
      315,41894.6,0.00895641,1.48106e-006,0.00133629,0.00855097,0.00962896,0.00895667
      316,42028,0.327106,2.01632e-006,0.048821,0.30781,0.346582,0.327108
      317,42161.4,0.0223645,1.46339e-006,0.00333874,0.0211905,0.0238514,0.0223648
      318,42294.9,0.00340482,1.46706e-006,0.000509794,0.00341562,0.00383025,0.00340508
      319,42428.3,0.000206283,1.43227e-006,2.82805e-005,0.000415448,0.000441874,0.000207692
      320,42561.7,0.00272237,1.44912e-006,0.00039767,0.00180862,0.0021008,0.0027224
      321,42695.1,0.011825,1.4123e-006,0.00173568,0.00866893,0.00996781,0.011825
      322,42828.6,0.405245,2.08547e-007,0.059521,0.302498,0.347104,0.405244
      323,42962,0.0294685,1.33515e-006,0.00432818,0.0218565,0.0251052,0.0294685
      324,43095.4,0.00495884,1.42615e-006,0.000728796,0.00350959,0.0040661,0.0049588
      325,43228.8,0.00101093,1.40091e-006,0.00014951,0.000437106,0.000567567,0.00101065
      326,43362.2,0.00168507,1.43171e-006,0.000241485,0.0018226,0.00195541,0.00168469
      327,43495.7,0.00913649,1.42115e-006,0.00132143,0.00874398,0.00958301,0.00913623
      328,43629.1,0.315325,1.75058e-006,0.0456367,0.296154,0.325745,0.315324
      329,43762.5,0.0237835,1.39616e-006,0.00344292,0.0224421,0.024654,0.0237831
      330,43895.9,0.00370056,1.42395e-006,0.000537379,0.00358942,0.00390636,0.00370023
      331,44029.4,0.000568116,1.4414e-006,8.32237e-005,0.000458491,0.000438985,0.000566778
      332,44162.8,0.00252811,1.4338e-006,0.000356319,0.00182593,0.00214455,0.00252774
      333,44296.2,0.011105,1.46106e-006,0.00157272,0.00877273,0.010099,0.0111048
      334,44429.6,0.360915,2.87212e-006,0.0511465,0.288645,0.331236,0.360916
      335,44563,0.0287112,1.52108e-006,0.0040688,0.0229218,0.0263245,0.028711
      336,44696.5,0.00460182,1.43142e-006,0.000652531,0.00364459,0.00420713,0.00460153
      337,44829.9,0.000761262,1.45838e-006,0.000106502,0.000463792,0.000570249,0.000760216
      338,44963.3,0.00246487,1.41929e-006,0.000343044,0.00185064,0.00205647,0.00246453
      339,45096.7,0.011363,1.43957e-006,0.00159103,0.00886228,0.00994254,0.0113628
      340,45230.2,0.360316,2.78291e-006,0.0504879,0.283248,0.318143,0.360316
      341,45363.6,0.0301177,1.49379e-006,0.00422003,0.0235614,0.026466,0.0301176
      342,45497,0.00497838,1.40474e-006,0.000698028,0.00372829,0.00419656,0.00497821
      343,45630.4,0.00103562,1.3964e-006,0.000147008,0.00047884,0.000562047,0.00103522
      344,45763.8,0.00160754,1.37711e-006,0.000222007,0.00187226,0.00206197,0.00160728
      345,45897.3,0.0087833,1.35451e-006,0.0012159,0.00895637,0.00992022,0.00878317
      346,46030.7,0.279529,1.5477e-006,0.0386929,0.278288,0.308654,0.279527
      347,46164.1,0.0241213,1.31107e-006,0.00334034,0.0242365,0.0268609,0.0241211
      348,46297.5,0.0035114,1.3508e-006,0.000488679,0.00382101,0.00420591,0.00351131
      349,46431,3.76856e-005,1.3153e-006,1.61521e-006,0.000504825,0.000506371,3.69138e-005
      350,46564.4,0.00298673,1.3391e-006,0.000402455,0.00187308,0.00219417,0.00298678
      351,46697.8,0.0126448,1.30159e-006,0.00171275,0.00898189,0.0103424,0.0126448
      352,46831.2,0.374107,3.79894e-007,0.0507123,0.271629,0.311829,0.374107
      353,46964.6,0.0342957,1.20897e-006,0.00464875,0.0247494,0.028441,0.0342957
      354,47098.1,0.00562225,1.32072e-006,0.000762271,0.00388073,0.00449573,0.00562231
      355,47231.5,0.00115933,1.30924e-006,0.000157333,0.000515512,0.000656662,0.00115962
      356,47364.9,0.00182685,1.33439e-006,0.000243504,0.00188696,0.00203344,0.00182721
      357,47498.3,0.00981051,1.336e-006,0.00131627,0.0090342,0.00993827,0.00981075
      358,47631.8,0.293503,2.01465e-006,0.0393993,0.265932,0.293504,0.293504
      359,47765.2,0.0279055,1.3382e-006,0.00374638,0.0253369,0.027941,0.0279058
      360,47898.6,0.00432708,1.33365e-006,0.000581956,0.00395032,0.00433076,0.00432735
      361,48032,0.000719693,1.35846e-006,9.91245e-005,0.000524334,0.00053744,0.000720712
      362,48165.4,0.00233079,1.34281e-006,0.000308255,0.00191257,0.00219789,0.00233117
      363,48298.9,0.0105985,1.37738e-006,0.00140421,0.00913234,0.0103582,0.0105988
      364,48432.3,0.30251,2.83041e-006,0.0400824,0.261728,0.29628,0.30251
      365,48565.7,0.0300885,1.46794e-006,0.00398757,0.0260666,0.0295175,0.0300887
      366,48699.1,0.00459563,1.3433e-006,0.00061043,0.00404785,0.00459215,0.00459591
      367,48832.6,0.000677851,1.36167e-006,8.93113e-005,0.000549893,0.000637147,0.000679004
      368,48966,0.00281933,1.32456e-006,0.000363975,0.0019173,0.0021535,0.00281962
      369,49099.4,0.0123825,1.33772e-006,0.00161017,0.00917252,0.010324,0.0123826
      370,49232.8,0.34064,2.46223e-006,0.0443412,0.256246,0.288428,0.340638
      371,49366.2,0.0356372,1.38762e-006,0.00463851,0.0266611,0.0300176,0.0356372
      372,49499.7,0.00576919,1.3081e-006,0.000751001,0.00412033,0.00465346,0.00576933
      373,49633.1,0.00124693,1.28908e-006,0.000163157,0.000568336,0.000670733,0.00124723
      374,49766.5,0.00163651,1.27956e-006,0.000211449,0.00192047,0.00210462,0.00163672
      375,49899.9,0.00920197,1.24635e-006,0.00118898,0.00919315,0.0101619,0.00920206
      376,50033.4,0.257311,1.09537e-006,0.0332399,0.25045,0.277329,0.257312
      377,50166.8,0.0277439,1.16678e-006,0.00358503,0.0272069,0.0301053,0.027744
      378,50300.2,0.00400175,1.25285e-006,0.000518803,0.00417912,0.00459452,0.00400179
      379,50433.6,0.000169599,1.22187e-006,2.55866e-005,0.000574602,0.000581511,0.000168868
      380,50567,0.00292651,1.24974e-006,0.000370996,0.00194364,0.00226533,0.00292637
      381,50700.5,0.0124975,1.21626e-006,0.00159034,0.009275,0.0106317,0.0124974
      382,50833.9,0.325648,7.68782e-007,0.0414605,0.246384,0.281596,0.325649
      383,50967.3,0.0370964,1.11913e-006,0.00472314,0.0279372,0.0319579,0.0370964
      384,51100.7,0.00587624,1.23706e-006,0.000748702,0.00427091,0.00492164,0.0058761
      385,51234.2,0.00120612,1.2394e-006,0.000153865,0.000595075,0.000744973,0.00120563
      386,51367.6,0.00211069,1.25739e-006,0.000261546,0.00195586,0.00210476,0.00211023
      387,51501,0.010572,1.27262e-006,0.00132476,0.00933629,0.0102496,0.0105717
      388,51634.4,0.276241,2.20582e-006,0.0346579,0.242048,0.266555,0.276239
      389,51767.8,0.032675,1.31491e-006,0.00409916,0.028635,0.0315134,0.0326746
      390,51901.3,0.00500919,1.26321e-006,0.000628524,0.00435845,0.00477313,0.00500886
      391,52034.7,0.000949487,1.29007e-006,0.000119686,0.000620158,0.000646158,0.000948555
      392,52168.1,0.00235151,1.26825e-006,0.000292958,0.00195289,0.00223145,0.00235111
      393,52301.5,0.0107929,1.30621e-006,0.0013449,0.00934262,0.0105464,0.0107927
      394,52435,0.272912,2.72671e-006,0.0340011,0.236584,0.266635,0.272911
      395,52568.4,0.0335956,1.42475e-006,0.00418638,0.0291845,0.0328951,0.0335954
      396,52701.8,0.00496329,1.26948e-006,0.000619713,0.00441561,0.00497664,0.00496303
      397,52835.2,0.000630544,1.27659e-006,7.79669e-005,0.000629044,0.000706314,0.000629546
      398,52968.6,0.002926,1.24343e-006,0.000356838,0.00196756,0.00223477,0.00292585
      399,53102.1,0.0128002,1.24578e-006,0.00157092,0.00939273,0.0106355,0.0128002
      400,53235.5,0.31137,2.11493e-006,0.0382477,0.23229,0.262792,0.311371
      401,53368.9,0.0402582,1.27747e-006,0.0049449,0.0298695,0.0338095,0.0402583
      402,53502.3,0.00635987,1.22356e-006,0.000781316,0.00449389,0.00511443,0.00635984
      403,53635.8,0.00141324,1.19732e-006,0.000174655,0.000642552,0.000781398,0.0014132
      404,53769.2,0.00153711,1.19689e-006,0.000186397,0.00198613,0.00213805,0.00153713
      405,53902.6,0.00910794,1.15503e-006,0.00110872,0.00946698,0.0103602,0.00910796
      406,54036,0.227236,6.7308e-007,0.0276655,0.228744,0.251054,0.227235
      407,54169.4,0.0302181,1.03213e-006,0.00367967,0.0306515,0.0336131,0.0302181
      408,54302.9,0.00423729,1.17056e-006,0.000517207,0.00459122,0.00499734,0.00423737
      409,54436.3,0.000316079,1.14868e-006,3.92912e-005,0.000670024,0.000668177,0.000317103
      410,54569.7,0.00304647,1.17785e-006,0.000365092,0.00198379,0.00231387,0.00304663
      411,54703.1,0.0128041,1.15337e-006,0.00153929,0.00947941,0.0108384,0.0128042
      412,54836.6,0.296336,1.11656e-006,0.0356398,0.224008,0.255295,0.296335
      413,54970,0.0415072,1.07061e-006,0.00499206,0.0312645,0.0356555,0.0415071
      414,55103.4,0.00634784,1.17215e-006,0.00076374,0.00465722,0.00534072,0.00634796
      415,55236.8,0.00124019,1.18619e-006,0.000148552,0.000685598,0.000831579,0.00124066
      416,55370.2,0.00232756,1.19647e-006,0.000274542,0.00198747,0.00216842,0.00232794
      417,55503.7,0.0113822,1.2248e-006,0.00135404,0.00949548,0.0105145,0.0113825
      418,55637.1,0.263753,2.32687e-006,0.031407,0.21948,0.243557,0.263755
      419,55770.5,0.0383938,1.3172e-006,0.00457148,0.0318929,0.0353822,0.0383941
      420,55903.9,0.00582179,1.20785e-006,0.000693192,0.00472131,0.00522994,0.00582205
      421,56037.4,0.0011999,1.23148e-006,0.000144112,0.000694134,0.000762808,0.00120056
      422,56170.8,0.00207089,1.20558e-006,0.000246943,0.0020071,0.00224748,0.00207129
      423,56304.2,0.0101408,1.24219e-006,0.00120445,0.00956431,0.0106722,0.010141
      424,56437.6,0.231593,2.56777e-006,0.0274846,0.216226,0.241214,0.231594
      425,56571,0.0348778,1.38125e-006,0.00414072,0.0327061,0.0364793,0.0348781
      426,56704.5,0.00491326,1.20526e-006,0.000585647,0.00481787,0.00536171,0.00491351
      427,56837.9,0.000527032,1.20036e-006,6.42524e-005,0.000718641,0.000779193,0.000528076
      428,56971.3,0.00315027,1.17255e-006,0.000363577,0.00201081,0.00229823,0.00315039
      429,57104.7,0.0133287,1.16161e-006,0.00154909,0.00959559,0.0108739,0.0133287
      430,57238.2,0.288761,1.74946e-006,0.0335984,0.212374,0.240271,0.288759
      431,57371.6,0.045676,1.15825e-006,0.00531391,0.0334252,0.0378359,0.0456758
      432,57505,0.0069962,1.14835e-006,0.000813444,0.00489881,0.00557399,0.00699622
      433,57638.4,0.00153603,1.11961e-006,0.000178144,0.000741719,0.000891907,0.00153601
      434,57771.8,0.00167982,1.12705e-006,0.000195332,0.00200598,0.00216422,0.00167972
      435,57905.3,0.00975599,1.08045e-006,0.00113384,0.00958968,0.01052,0.00975592
      436,58038.7,0.217399,3.29332e-007,0.0252598,0.20789,0.228706,0.217399
      437,58172.1,0.0354161,9.14445e-007,0.00411548,0.0340308,0.0374134,0.035416
      438,58305.5,0.00495717,1.10269e-006,0.00057675,0.00495583,0.00541484,0.00495704
      439,58439,0.000614786,1.09301e-006,7.26861e-005,0.000750109,0.00076635,0.000613967
      440,58572.4,0.00290175,1.12107e-006,0.000334488,0.00202002,0.00234015,0.00290151
      441,58705.8,0.012419,1.1098e-006,0.00143331,0.00963459,0.0109669,0.0124189
      442,58839.2,0.2593,1.40984e-006,0.0299265,0.204533,0.232159,0.259301
      443,58972.6,0.0442381,1.06538e-006,0.00510643,0.0348152,0.0395382,0.0442382
      444,59106.1,0.00652201,1.12345e-006,0.000754151,0.00504128,0.00575078,0.00652184
      445,59239.5,0.0012775,1.14517e-006,0.000148036,0.000768064,0.000916073,0.00127688
      446,59372.9,0.00256942,1.14801e-006,0.000285972,0.00203097,0.0022229,0.00256901
      447,59506.3,0.0119285,1.18698e-006,0.00134621,0.00968326,0.0107296,0.0119282
      448,59639.8,0.247053,2.38133e-006,0.0279352,0.20141,0.223554,0.247052
      449,59773.2,0.0438236,1.33437e-006,0.00495418,0.0356406,0.0395542,0.0438233
      450,59906.6,0.00649377,1.16336e-006,0.000733055,0.00513523,0.00569662,0.00649352
      451,60040,0.0013794,1.17931e-006,0.000154955,0.000795676,0.000884842,0.00137884
      452,60173.4,0.00201744,1.15132e-006,0.00023078,0.00202374,0.00224868,0.00201708
      453,60306.9,0.0101879,1.18169e-006,0.00115821,0.00967501,0.0107444,0.0101878
      454,60440.3,0.210835,2.36102e-006,0.0239424,0.197335,0.219222,0.210834
      455,60573.7,0.0385868,1.32879e-006,0.00438306,0.0362868,0.0402986,0.0385866
      456,60707.1,0.00525242,1.14719e-006,0.000598169,0.00519631,0.00574897,0.00525224
      457,60840.6,0.000416182,1.13147e-006,4.84827e-005,0.000808926,0.000857407,0.000415481
      458,60974,0.00321206,1.10984e-006,0.000358747,0.00202784,0.00234229,0.00321207
      459,61107.4,0.0135632,1.08486e-006,0.00152176,0.00968769,0.0110378,0.0135633
      460,61240.8,0.265249,1.37469e-006,0.0297816,0.193742,0.2202,0.26525
      461,61374.2,0.0509107,1.02779e-006,0.00571596,0.0370109,0.0420909,0.0509109
      462,61507.7,0.00757792,1.08119e-006,0.000850881,0.00526633,0.00602688,0.00757799
      463,61641.1,0.00171826,1.05522e-006,0.000193074,0.000820534,0.00100032,0.00171844
      464,61774.5,0.00169755,1.06895e-006,0.000185926,0.00204241,0.00218445,0.00169782
      465,61907.9,0.00983083,1.02302e-006,0.00109144,0.00973941,0.0106439,0.00983097
      466,62041.4,0.198188,3.18226e-007,0.0220267,0.190994,0.209446,0.198188
      467,62174.8,0.0391764,8.27228e-007,0.00435386,0.0378973,0.0415342,0.0391766
      468,62308.2,0.00537427,1.04881e-006,0.000597138,0.0053641,0.00584635,0.00537446
      469,62441.6,0.000783121,1.0523e-006,8.58126e-005,0.00084744,0.000875113,0.000783919
      470,62575.1,0.00285682,1.07737e-006,0.000314978,0.00203905,0.00234525,0.00285706
      471,62708.5,0.0122438,1.08181e-006,0.00135318,0.00974504,0.0110234,0.0122439
      472,62841.9,0.232212,1.64547e-006,0.025668,0.187557,0.211642,0.232211
      473,62975.3,0.0478816,1.09923e-006,0.00529301,0.0386426,0.0436164,0.0478814
      474,63108.7,0.00676033,1.08837e-006,0.000747821,0.00543805,0.00615059,0.00676047
      475,63242.2,0.00118989,1.11264e-006,0.000130902,0.000867977,0.000998602,0.00119048
      476,63375.6,0.00280787,1.10888e-006,0.000305085,0.00203362,0.00226633,0.00280819
      477,63509,0.0127073,1.15441e-006,0.00139071,0.00973175,0.0108912,0.0127074
      478,63642.4,0.23763,2.3735e-006,0.0260348,0.183873,0.205858,0.237631
      479,63775.9,0.0509935,1.35549e-006,0.00558604,0.0393238,0.0440317,0.0509937
      480,63909.3,0.00740852,1.12599e-006,0.000810653,0.00549692,0.00616771,0.00740869
      481,64042.7,0.00168156,1.13125e-006,0.000183716,0.000877083,0.0010096,0.00168191
      482,64176.1,0.00173074,1.10293e-006,0.000194879,0.00204552,0.00223793,0.00173106
      483,64309.5,0.00962618,1.12264e-006,0.00106542,0.00976793,0.0107715,0.00962636
      484,64443,0.183394,2.11439e-006,0.0202523,0.181139,0.200059,0.183395
      485,64576.4,0.0404788,1.26051e-006,0.00447232,0.0402053,0.0443867,0.0404791
      486,64709.8,0.00528976,1.09292e-006,0.000587832,0.00558708,0.00614016,0.00528992
      487,64843.2,0.000343432,1.06937e-006,4.38029e-005,0.000898672,0.000942452,0.00034397
      488,64976.7,0.00326728,1.05424e-006,0.000348532,0.00204902,0.0023659,0.00326724
      489,65110.1,0.0135585,1.01651e-006,0.00145892,0.00979152,0.0111275,0.0135584
      490,65243.5,0.241005,9.99901e-007,0.0259689,0.178323,0.20211,0.241004
      491,65376.9,0.0557091,8.87494e-007,0.00600214,0.0410692,0.0465703,0.0557088
      492,65510.3,0.00797832,1.022e-006,0.000858991,0.00567529,0.00646828,0.00797824
      493,65643.8,0.00173803,1.00378e-006,0.000186179,0.000925016,0.00110502,0.00173782
      494,65777.2,0.00196356,1.02204e-006,0.000209946,0.00203884,0.00219934,0.00196325
      495,65910.6,0.0106503,9.82824e-007,0.0011449,0.00976895,0.0107328,0.0106501
      496,66044,0.194023,5.94375e-007,0.0208682,0.174834,0.19263,0.194022
      497,66177.5,0.0462904,7.87595e-007,0.00497812,0.0417671,0.0460004,0.0462902
