Order,Frequency,Vpc,Vs,Is,Ib1,Ib2,Vline
      498,66310.9,0.00630815,1.00872e-006,0.000677309,0.00573336,0.00628991,0.00630793
      499,66444.3,0.00115278,1.02393e-006,0.000122521,0.000936805,0.000992779,0.00115209
      500,66577.7,0.00265401,1.04478e-006,0.000289404,0.00204273,0.00233095,0.00265369
      501,66711.1,0.0117255,1.06519e-006,0.00127295,0.00977758,0.0110154,0.0117254
      502,66844.6,0.204435,1.8225e-006,0.0221706,0.171924,0.193342,0.204436
      503,66978,0.0506414,1.16211e-006,0.00549347,0.0425952,0.0479082,0.0506415
      504,67111.4,0.00687352,1.06405e-006,0.000747892,0.00580879,0.00653994,0.00687334
      505,67244.8,0.00119663,1.08553e-006,0.000130622,0.000951707,0.00107984,0.00119596
      506,67378.3,0.00294639,1.07632e-006,0.000305669,0.00205129,0.00229676,0.00294609
      507,67511.7,0.0129275,1.12336e-006,0.00136277,0.00980967,0.0109956,0.0129273
      508,67645.1,0.22012,2.30845e-006,0.0232594,0.169501,0.189965,0.22012
      509,67778.5,0.0567324,1.37048e-006,0.0059935,0.043546,0.0488136,0.0567322
      510,67911.9,0.00798324,1.09251e-006,0.000842047,0.00590435,0.00663715,0.00798311
      511,68045.4,0.00180227,1.08589e-006,0.000188994,0.000979339,0.0011344,0.00180204
      512,68178.8,0.00168045,1.05867e-006,0.000180882,0.0020426,0.00221804,0.00168027
      513,68312.2,0.00971228,1.0644e-006,0.00103408,0.00979486,0.0107607,0.00971217
      514,68445.6,0.169994,1.83617e-006,0.018075,0.166445,0.183249,0.169993
      515,68579.1,0.0450501,1.17136e-006,0.00479079,0.0443283,0.0487818,0.0450497
      516,68712.5,0.00572569,1.04121e-006,0.000609868,0.00597188,0.00653678,0.00572563
      517,68845.9,0.000444194,1.0142e-006,4.82061e-005,0.000997337,0.00103539,0.000444433
      518,68979.3,0.0032715,1.00551e-006,0.000345132,0.00203716,0.00236868,0.00327164
      519,69112.7,0.0135704,9.58457e-007,0.00143516,0.00977703,0.0111451,0.0135705
      520,69246.2,0.221249,6.35798e-007,0.023409,0.163403,0.185672,0.22125
      521,69379.6,0.061265,7.44081e-007,0.00648185,0.0451031,0.0512729,0.0612653
      522,69513,0.00848557,9.71605e-007,0.000897453,0.0060338,0.00689413,0.00848569
      523,69646.4,0.00189052,9.64916e-007,0.000198267,0.00100808,0.0012048,0.00189081
      524,69779.9,0.00205393,9.85929e-007,0.000211049,0.00204552,0.00220869,0.00205431
      525,69913.3,0.0108187,9.58951e-007,0.00113289,0.00980111,0.0107859,0.010819
      526,70046.7,0.180381,8.82817e-007,0.0189202,0.161081,0.177754,0.180382
      527,70180.1,0.0515768,8.07491e-007,0.00540926,0.0460758,0.0508329,0.0515772
      528,70313.5,0.00686678,9.81876e-007,0.000719322,0.00612558,0.00674215,0.00686702
      529,70447,0.0013294,1.00521e-006,0.000137899,0.00103207,0.00111706,0.00133001
      530,70580.4,0.00245968,1.02123e-006,0.000257511,0.00204241,0.0022996,0.00245998
      531,70713.8,0.0112036,1.05556e-006,0.00117426,0.00980193,0.0109514,0.0112037
      532,70847.2,0.18082,1.94134e-006,0.0189456,0.158518,0.176954,0.180819
      533,70980.7,0.0535043,1.24116e-006,0.00560691,0.0469791,0.0524397,0.0535041
      534,71114.1,0.00691024,1.04745e-006,0.000725726,0.00620669,0.00691948,0.00691038
      535,71247.5,0.00101189,1.06142e-006,0.000107739,0.00105621,0.00116091,0.00101252
      536,71380.9,0.00315682,1.04803e-006,0.000324001,0.00203081,0.00231235,0.00315701
      537,71514.3,0.0135186,1.09119e-006,0.00139701,0.00977019,0.0110403,0.0135187
      538,71647.8,0.210858,2.19199e-006,0.0218189,0.155543,0.17551,0.210857
      539,71781.2,0.0649524,1.37068e-006,0.00671975,0.0477498,0.0538962,0.0649524
      540,71914.6,0.00888814,1.06039e-006,0.000917453,0.00626364,0.00709861,0.0088882
      541,72048,0.00209493,1.04263e-006,0.000213498,0.00106753,0.00125669,0.00209502
      542,72181.5,0.0014872,1.01756e-006,0.000162416,0.00203348,0.00219155,0.0014873
      543,72314.9,0.00942218,1.00762e-006,0.000997296,0.0097729,0.0107179,0.00942227
      544,72448.3,0.15328,1.53483e-006,0.0161695,0.153124,0.168407,0.153281
      545,72581.7,0.0485242,1.05814e-006,0.00512084,0.0486857,0.0535244,0.0485246
      546,72715.1,0.00598855,9.91864e-007,0.000635224,0.00634284,0.00693965,0.00598858
      547,72848.6,0.000577254,9.66608e-007,6.54261e-005,0.00108536,0.00113658,0.000576912
      548,72982,0.00315131,9.63923e-007,0.000321027,0.00203577,0.00235098,0.00315115
      549,73115.4,0.0130846,9.12902e-007,0.00134586,0.00978458,0.0110945,0.0130845
      550,73248.8,0.197172,3.03669e-007,0.0203091,0.150928,0.170647,0.197172
      551,73382.3,0.0650469,6.13797e-007,0.00669991,0.0496942,0.0562033,0.0650467
      552,73515.7,0.00861239,9.31332e-007,0.000887344,0.00643329,0.00730125,0.00861226
      553,73649.1,0.00181166,9.37963e-007,0.000186754,0.00111221,0.00129894,0.00181133
      554,73782.5,0.00237097,9.60111e-007,0.000238263,0.00202353,0.00221166,0.0023706
      555,73915.9,0.0116341,9.49226e-007,0.0011835,0.0097547,0.0108011,0.0116338
      556,74049.4,0.177311,1.13768e-006,0.0180687,0.148227,0.164426,0.17731
      557,74182.8,0.0605051,8.84042e-007,0.00616406,0.0505307,0.0560475,0.0605046
      558,74316.2,0.00791144,9.67113e-007,0.000803173,0.00649563,0.00719841,0.00791119
      559,74449.6,0.00171212,9.93475e-007,0.000169905,0.00112811,0.00124525,0.00171158
      560,74583.1,0.00223083,1.00459e-006,0.000236401,0.00201802,0.00225398,0.00223046
      561,74716.5,0.0106835,1.0489e-006,0.00111767,0.00973328,0.0108399,0.0106834
      562,74849.9,0.160936,2.00361e-006,0.0167939,0.145691,0.162239,0.160936
      563,74983.3,0.0566786,1.32359e-006,0.00591632,0.0514134,0.057246,0.0566787
      564,75116.7,0.00702553,1.03545e-006,0.000736303,0.00656082,0.00729056,0.00702536
      565,75250.2,0.00099048,1.03855e-006,0.000105029,0.00114099,0.00124319,0.000989856
      566,75383.6,0.00316206,1.02218e-006,0.000316247,0.00202182,0.00231156,0.00316192
      567,75517,0.0133731,1.05648e-006,0.00135739,0.00974269,0.0110236,0.013373
      568,75650.4,0.192799,2.03066e-006,0.0196136,0.143645,0.162225,0.192799
      569,75783.9,0.0706222,1.349e-006,0.00718371,0.05247,0.0592749,0.0706224
      570,75917.3,0.00929822,1.02783e-006,0.000944876,0.00665086,0.00754581,0.00929822
      571,76050.7,0.00215591,1.00152e-006,0.000218506,0.0011659,0.00137411,0.00215594
      572,76184.1,0.0015541,9.79338e-007,0.00015839,0.00201339,0.00216043,0.00155419
      573,76317.5,0.0096638,9.54005e-007,0.000983338,0.00972433,0.0106472,0.00966379
      574,76451,0.145258,1.21883e-006,0.014776,0.141312,0.155214,0.145257
      575,76584.4,0.0547479,9.19577e-007,0.005569,0.0534206,0.0586559,0.0547475
      576,76717.8,0.00661405,9.45673e-007,0.000672419,0.00672451,0.00734854,0.0066141
      577,76851.2,0.000894868,9.27449e-007,8.8007e-005,0.00118743,0.00124558,0.000895384
      578,76984.7,0.00308971,9.30123e-007,0.000313251,0.00200135,0.00231381,0.00308994
      579,77118.1,0.0128717,8.81636e-007,0.0013091,0.00968705,0.0109812,0.0128718
      580,77251.5,0.180279,1.78437e-007,0.0183437,0.13878,0.156867,0.180278
      581,77384.9,0.0706171,5.29405e-007,0.00718502,0.054286,0.0613732,0.0706172
      582,77518.3,0.00899202,9.02576e-007,0.00091397,0.00678182,0.00768757,0.00899216
      583,77651.8,0.0018936,9.21802e-007,0.000188932,0.00119918,0.0013873,0.00189397
      584,77785.2,0.00245307,9.43752e-007,0.000244586,0.00200169,0.0022069,0.00245344
      585,77918.6,0.0117658,9.50372e-007,0.00119142,0.00968146,0.0107758,0.0117661
      586,78052,0.165979,1.34888e-006,0.0168332,0.136709,0.152336,0.16598
      587,78185.5,0.0672656,1.00141e-006,0.00682122,0.0553286,0.0616553,0.0672662
      588,78318.9,0.00853218,9.62459e-007,0.000864038,0.00686227,0.0076529,0.00853242
      589,78452.3,0.00189219,9.86258e-007,0.000190525,0.00121908,0.00137441,0.00189262
      590,78585.7,0.00194044,9.9274e-007,0.000199759,0.00199808,0.00219715,0.00194075
      591,78719.1,0.0100244,1.04187e-006,0.00102376,0.0096736,0.0106896,0.0100245
      592,78852.6,0.141966,2.01203e-006,0.014474,0.134688,0.148997,0.141966
      593,78986,0.0592732,1.39815e-006,0.00604489,0.0563931,0.0623704,0.0592731
      594,79119.4,0.0069755,1.02516e-006,0.000714837,0.00694548,0.00765489,0.00697561
      595,79252.8,0.000782436,1.01581e-006,8.5788e-005,0.00124396,0.00132808,0.000782913
      596,79386.3,0.00330179,9.97498e-007,0.000325051,0.00198388,0.00229337,0.00330183
      597,79519.7,0.0136624,1.01892e-006,0.00135872,0.00963353,0.0109454,0.0136623
      598,79653.1,0.182603,1.83157e-006,0.0181962,0.13232,0.149921,0.182602
      599,79786.5,0.0792796,1.29999e-006,0.00789855,0.0573059,0.0649463,0.0792793
      600,79919.9,0.0100717,9.93912e-007,0.00100033,0.00700424,0.00797291,0.0100717
      601,80053.4,0.00237844,9.63153e-007,0.000231412,0.00125849,0.00148466,0.00237833
      602,80186.8,0.00152618,9.44333e-007,0.000160458,0.00197777,0.00212599,0.00152601
      603,80320.2,0.00968421,9.06097e-007,0.000992623,0.00960804,0.0105508,0.00968419
      604,80453.6,0.135728,8.96515e-007,0.013869,0.130172,0.143396,0.135729
      605,80587.1,0.0606875,7.56767e-007,0.00620203,0.0583067,0.0642163,0.0606878
      606,80720.5,0.00715932,9.04303e-007,0.000733252,0.00707178,0.00776188,0.00715926
      607,80853.9,0.00113883,8.97551e-007,0.000117731,0.00127348,0.00136109,0.00113838
      608,80987.3,0.002819,9.04793e-007,0.000282614,0.00197648,0.00225888,0.00281875
      609,81120.7,0.0120333,8.65359e-007,0.00121404,0.00960134,0.0108121,0.0120332
      610,81254.2,0.15808,4.18583e-007,0.0159586,0.128317,0.144204,0.15808
      611,81387.6,0.0732479,5.33941e-007,0.00739548,0.0594402,0.0668038,0.073248
      612,81521,0.00886349,8.86237e-007,0.000896681,0.00715687,0.00805214,0.00886337
      613,81654.4,0.00173493,9.14846e-007,0.000177028,0.00129782,0.00147025,0.00173453
      614,81787.9,0.00273988,9.35621e-007,0.000264197,0.00196427,0.00219278,0.00273952
      615,81921.3,0.0123851,9.58536e-007,0.0012172,0.0095681,0.0107069,0.0123849
      616,82054.7,0.161519,1.51269e-006,0.015921,0.126208,0.141243,0.161518
      617,82188.1,0.0774989,1.14055e-006,0.00763734,0.0604537,0.0676624,0.0774982
      618,82321.5,0.00954243,9.65283e-007,0.000936618,0.00722361,0.00809901,0.0095422
      619,82455,0.00222536,9.81419e-007,0.000213061,0.0013168,0.0015015,0.00222499
      620,82588.4,0.0017304,9.83743e-007,0.000181225,0.0019522,0.00213221,0.00173006
      621,82721.8,0.0096529,1.03206e-006,0.000985736,0.00952732,0.0105081,0.00965279
      622,82855.2,0.128945,1.97039e-006,0.0131156,0.124046,0.137057,0.128945
      623,82988.7,0.0637033,1.45545e-006,0.00648103,0.0614344,0.0678644,0.0637032
      624,83122.1,0.00721174,1.01413e-006,0.000736791,0.00728201,0.00801413,0.00721162
      625,83255.5,0.000818139,9.92695e-007,8.71225e-005,0.00132962,0.00141674,0.000817824
      626,83388.9,0.00317461,9.73273e-007,0.000313282,0.00194922,0.00225733,0.00317465
      627,83522.3,0.0131805,9.79306e-007,0.00131394,0.00951113,0.0108073,0.0131806
      628,83655.8,0.164861,1.60236e-006,0.016462,0.122219,0.138461,0.164862
      629,83789.2,0.0845604,1.21967e-006,0.00844341,0.0625791,0.0709108,0.0845609
      630,83922.6,0.0102787,9.58658e-007,0.00102566,0.00736055,0.00837473,0.0102788
      631,84056,0.00238211,9.28584e-007,0.000236785,0.00135036,0.0015868,0.00238232
      632,84189.5,0.00172834,9.13391e-007,0.00016804,0.00194063,0.00208875,0.00172864
      633,84322.9,0.0100311,8.66832e-007,0.000993795,0.00948604,0.0104294,0.0100312
      634,84456.3,0.130393,5.7593e-007,0.0129349,0.120354,0.132722,0.130392
      635,84589.7,0.0689711,5.74773e-007,0.00684136,0.063705,0.0702425,0.0689709
      636,84723.1,0.00794194,8.70041e-007,0.000786334,0.00743538,0.00817661,0.00794207
      637,84856.6,0.00147971,8.77448e-007,0.0001421,0.00137255,0.00148109,0.00148021
      638,84990,0.00269063,8.88412e-007,0.000264955,0.00192567,0.00218849,0.00269093
      639,85123.4,0.0116414,8.63241e-007,0.00115542,0.00943973,0.0105949,0.0116415
      640,85256.8,0.143835,6.81458e-007,0.0142867,0.11829,0.132561,0.143834
      641,85390.3,0.0786844,6.37317e-007,0.00781517,0.0647201,0.0725276,0.0786841
      642,85523.7,0.00910122,8.82266e-007,0.000902999,0.00749212,0.00839507,0.00910134
      643,85657.1,0.00172819,9.15163e-007,0.000167887,0.00138652,0.00154867,0.0017286
      644,85790.5,0.00276594,9.34135e-007,0.000272038,0.00191816,0.00216765,0.00276626
      645,85923.9,0.0123814,9.69893e-007,0.00122895,0.00940871,0.010592,0.0123816
      646,86057.4,0.151,1.62796e-006,0.0150059,0.116432,0.130964,0.151001
      647,86190.8,0.0855265,1.28505e-006,0.00849854,0.0658436,0.0740721,0.0855271
      648,86324.2,0.0101438,9.72604e-007,0.00100607,0.00756004,0.00852966,0.010144
      649,86457.6,0.00239871,9.77261e-007,0.000235719,0.00140307,0.0016236,0.00239894
      650,86591.1,0.00143983,9.75952e-007,0.000150848,0.00191181,0.00206205,0.00144004
      651,86724.5,0.00907776,1.01807e-006,0.000920322,0.00938585,0.010302,0.00907782
      652,86857.9,0.115072,1.88351e-006,0.0116215,0.114721,0.126267,0.115072
      653,86991.3,0.0671,1.48784e-006,0.00677864,0.0670505,0.0737855,0.0671002
      654,87124.7,0.00724254,1.00057e-006,0.000736612,0.00763749,0.00836948,0.00724259
      655,87258.2,0.000760352,9.69275e-007,8.51257e-005,0.00142553,0.00150982,0.000760346
      656,87391.6,0.00321165,9.49385e-007,0.000307484,0.00189737,0.00220367,0.00321154
      657,87525,0.0131138,9.39383e-007,0.00127615,0.00934212,0.0106125,0.0131137
      658,87658.4,0.153669,1.35113e-006,0.0149971,0.11283,0.127753,0.153668
      659,87791.9,0.0929263,1.10553e-006,0.00906793,0.0681505,0.0771748,0.0929257
      660,87925.3,0.0108139,9.23025e-007,0.00105206,0.00769853,0.00874713,0.0108138
      661,88058.7,0.00248837,8.9914e-007,0.000237231,0.00144242,0.00167948,0.00248813
      662,88192.1,0.00181596,8.87704e-007,0.000183208,0.00188514,0.00204848,0.00181565
      663,88325.6,0.0102529,8.38994e-007,0.00102395,0.00929841,0.010282,0.0102528
      664,88459,0.124681,2.65e-007,0.0124306,0.11097,0.122995,0.124682
      665,88592.4,0.0778342,3.8989e-007,0.00775955,0.0692638,0.0767673,0.0778343
      666,88725.8,0.00871696,8.4539e-007,0.000868313,0.00775773,0.00858821,0.00871683
      667,88859.2,0.00178116,8.67164e-007,0.000175575,0.00145653,0.00160296,0.00178074
      668,88992.7,0.00231828,8.81033e-007,0.000233764,0.00187817,0.0021054,0.00231797
      669,89126.1,0.0106284,8.72965e-007,0.00106902,0.00926994,0.0103379,0.0106283
      670,89259.5,0.124857,9.1524e-007,0.0125447,0.109316,0.12186,0.124858
      671,89392.9,0.0804637,8.05913e-007,0.00808567,0.0705046,0.0785894,0.0804642
      672,89526.4,0.00879887,8.89446e-007,0.000887462,0.00783101,0.0087174,0.00879877
      673,89659.8,0.00152309,9.20677e-007,0.000156163,0.00147669,0.00162376,0.00152265
      674,89793.2,0.00295934,9.37509e-007,0.000279625,0.00186587,0.00213006,0.00295907
      675,89926.6,0.0126632,9.81129e-007,0.00122545,0.00923091,0.0104295,0.0126631
      676,90060,0.144267,1.6952e-006,0.0140128,0.107601,0.121361,0.144267
      677,90193.5,0.0962618,1.42201e-006,0.00934902,0.0717062,0.080886,0.0962612
      678,90326.9,0.0109691,9.8146e-007,0.0010618,0.00789731,0.00893769,0.0109689
      679,90460.3,0.00262834,9.72594e-007,0.000249796,0.00149594,0.001738,0.00262817
      680,90593.7,0.00132564,9.68129e-007,0.000138304,0.00185089,0.00198918,0.00132548
      681,90727.2,0.00897799,9.99554e-007,0.000899925,0.00918106,0.0100763,0.00897793
      682,90860.6,0.107676,1.75712e-006,0.0107474,0.105807,0.116489,0.107676
      683,90994,0.0740398,1.48922e-006,0.0073905,0.072851,0.0801961,0.0740395
      684,91127.4,0.00773247,9.83468e-007,0.000774046,0.00795313,0.00872122,0.00773243
      685,91260.8,0.000998075,9.46151e-007,0.000102531,0.00151006,0.00160728,0.000998233
      686,91394.3,0.00297723,9.26274e-007,0.00029246,0.0018411,0.0021333,0.00297742
      687,91527.7,0.0123769,9.01699e-007,0.00122291,0.00914268,0.0103656,0.0123771
      688,91661.1,0.137188,1.08656e-006,0.0135705,0.104164,0.117732,0.137189
      689,91794.5,0.0976405,9.56443e-007,0.0096583,0.0740971,0.0837542,0.0976412
      690,91928,0.0108135,8.88891e-007,0.00106853,0.00801859,0.0090871,0.0108136
      691,92061.4,0.00243926,8.76235e-007,0.000238215,0.00152719,0.00176225,0.00243957
      692,92194.8,0.00204472,8.68605e-007,0.000195167,0.00183027,0.00200434,0.00204509
      693,92328.2,0.0105402,8.2453e-007,0.00103379,0.00910491,0.0101068,0.0105403
      694,92461.6,0.119645,4.43623e-008,0.0117596,0.102572,0.114051,0.119645
      695,92595.1,0.0879712,2.67031e-007,0.00864619,0.0753805,0.0838185,0.0879712
      696,92728.5,0.00952361,8.32502e-007,0.000934448,0.00808653,0.00899083,0.00952379
      697,92861.9,0.00207266,8.66109e-007,0.000200049,0.00154679,0.00172371,0.00207307
      698,92995.3,0.00213471,8.82158e-007,0.000206992,0.00181494,0.00201268,0.00213505
      699,93128.8,0.010156,8.91215e-007,0.000997627,0.00905464,0.0100495,0.0101561
      700,93262.2,0.113435,1.11158e-006,0.0111503,0.100892,0.112032,0.113435
      701,93395.6,0.086046,1.00487e-006,0.00845828,0.0765974,0.0850479,0.0860455
      702,93529,0.00894652,9.05508e-007,0.000879666,0.00814338,0.00902077,0.0089466
      703,93662.4,0.00145442,9.29391e-007,0.000142151,0.00156229,0.00169689,0.00145479
      704,93795.9,0.00291562,9.43936e-007,0.000283512,0.00180202,0.00207897,0.00291581
      705,93929.3,0.0124789,9.89746e-007,0.00122112,0.00900741,0.010219,0.012479
      706,94062.7,0.134122,1.71635e-006,0.0131419,0.0992712,0.112332,0.134123
      707,94196.1,0.10528,1.54121e-006,0.0103148,0.0778557,0.088107,0.10528
      708,94329.6,0.0114799,9.8923e-007,0.0011216,0.00820198,0.00931625,0.01148
      709,94463,0.00277821,9.66771e-007,0.000266816,0.00157744,0.00184233,0.00277824
      710,94596.4,0.0011723,9.5952e-007,0.00012513,0.00179086,0.00191548,0.00117222
      711,94729.8,0.00861732,9.77134e-007,0.000873002,0.00896597,0.00983444,0.00861732
      712,94863.2,0.0981985,1.59785e-006,0.00989621,0.0977447,0.107592,0.098199
      713,94996.7,0.079507,1.45492e-006,0.00801344,0.0791879,0.0871611,0.0795074
      714,95130.1,0.00796475,9.62699e-007,0.000807598,0.00826686,0.00906837,0.00796473
      715,95263.5,0.00114374,9.2438e-007,0.000121458,0.00159563,0.00170826,0.00114342
      716,95396.9,0.00289513,9.04895e-007,0.000274331,0.00177629,0.00204775,0.00289488
      717,95530.4,0.0119676,8.69313e-007,0.00115819,0.0089168,0.0100727,0.0119674
      718,95663.8,0.125523,8.18477e-007,0.0121881,0.0961809,0.108356,0.125522
      719,95797.2,0.105039,7.7264e-007,0.0101992,0.08049,0.0906776,0.105038
      720,95930.6,0.0110454,8.58916e-007,0.00107048,0.00832538,0.00939292,0.0110452
      721,96064,0.0024084,8.61137e-007,0.000230525,0.00161215,0.00183524,0.00240809
      722,96197.5,0.00215975,8.57322e-007,0.000211095,0.0017615,0.00195504,0.00215941
      723,96330.9,0.0108031,8.23972e-007,0.00105772,0.00886478,0.0099016,0.010803
      724,96464.3,0.115339,3.08601e-007,0.0112942,0.094619,0.105752,0.115339
      725,96597.7,0.0997703,3.43633e-007,0.00976869,0.0817913,0.09142,0.0997701
      726,96731.2,0.0104155,8.32564e-007,0.00101704,0.00838054,0.00937754,0.0104153
      727,96864.6,0.00239531,8.73119e-007,0.000229299,0.00162684,0.00184017,0.00239497
      728,96998,0.00172412,8.90752e-007,0.000177098,0.0017487,0.00191354,0.00172376
      729,97131.4,0.00916659,9.14365e-007,0.000925466,0.00881735,0.00973735,0.00916653
      730,97264.8,0.0985214,1.26737e-006,0.00991167,0.0931316,0.103015,0.098522
      731,97398.3,0.087903,1.21208e-006,0.00884413,0.0831561,0.0919753,0.0879036
      732,97531.7,0.00861511,9.27518e-007,0.000871125,0.00844017,0.00930706,0.00861505
      733,97665.1,0.00126422,9.39574e-007,0.000132107,0.00164325,0.00176935,0.00126386
      734,97798.5,0.00297479,9.51773e-007,0.000281188,0.00173442,0.00201383,0.00297464
      735,97932,0.0123573,9.94191e-007,0.0011957,0.00876707,0.00996142,0.0123572
      736,98065.4,0.125263,1.69459e-006,0.0121643,0.0916525,0.103808,0.125263
      737,98198.8,0.115554,1.63435e-006,0.0112218,0.0845287,0.0957424,0.115554
      738,98332.2,0.0119929,9.93893e-007,0.00116217,0.00849775,0.00965921,0.0119929
      739,98465.6,0.00286888,9.59689e-007,0.000275242,0.00165947,0.00193471,0.00286891
      740,98599.1,0.00123768,9.49898e-007,0.000125718,0.00171916,0.00184209,0.00123785
      741,98732.5,0.00879792,9.52352e-007,0.000869407,0.00871336,0.00957797,0.00879793
      742,98865.9,0.0946107,1.41326e-006,0.009325,0.0901713,0.0994572,0.0946101
      743,98999.3,0.0901507,1.38163e-006,0.00888497,0.0858985,0.0947459,0.0901501
      744,99132.8,0.00875177,9.39076e-007,0.000863101,0.00855178,0.00940845,0.00875181
      745,99266.2,0.00151889,9.05373e-007,0.000148759,0.00167432,0.00181113,0.00151922
      746,99399.6,0.00259377,8.86625e-007,0.000253074,0.00170482,0.00194917,0.00259409
      747,99533,0.0110889,8.45376e-007,0.00108955,0.00866127,0.00974077,0.0110891
      748,99666.4,0.111099,5.60564e-007,0.0109288,0.088733,0.0995923,0.111099
      749,99799.9,0.109272,5.55682e-007,0.010749,0.0873088,0.0979892,0.109273
      750,99933.3,0.0108729,8.36238e-007,0.00106764,0.00860732,0.00966418,0.0108731
      751,100067,0.00231561,8.54727e-007,0.000222403,0.00168975,0.00189914,0.00231598
